Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
10/4/22 07:45,Fort Wayne,IN,USA,Disk,5 minutes,Got video,10/8/22,
10/4/22 04:12,Sagamore Hills,OH,USA,Sphere,6 minutes,Ball of light hovering in front yard,12/22/22,Yes
10/4/22 04:12,Sagamore Hills,OH,USA,Sphere,Over 6 minutes,Saw/recorded light ball/orb in front yard from live security camera,12/22/22,
10/3/22 23:33,Azusa,CA,USA,Diamond,,Basket Ball sized Orb of light & floating ship,10/8/22,
10/3/22 22:00,Honor,MI,USA,Circle,1-2 minutes,"Large Orb like Circle of light, no sound, no tails, High above tall trees moving east and over Little Platte Lake in straight line fast",12/22/22,Yes
10/3/22 20:00,Colorado springs,CO,USA,Triangle,,My husband and I were in the hotub and this mysterious object flew over us with 3 brights lights in a triangle form.,10/8/22,
10/3/22 17:02,Newnan,GA,USA,Circle,3hrs,Shiny object spotted in sky by coworker,10/8/22,Yes
10/3/22 12:30,Vinita,OK,USA,Circle,30 seconds,Several round white objects flying together.,10/8/22,
10/3/22 11:30,,,USA,Changing,2 minutes,"Hovering at high altitude coming slow from west to east,",10/8/22,
10/3/22 09:10,Fayetteville,GA,USA,Circle,7 seconds,The craft appeared to be silver and round/pear shaped. It was there then seemed to vanish.,10/8/22,
10/3/22 03:30,Benton,AR,USA,Changing,1 hour,Round object in sky changing colors from red green white blue.,10/8/22,Yes
10/3/22 03:20,Lehigh Acres,FL,USA,Light,1 hour-1hour 10 minutes,"a blue light in the sky, flashing and emitting static sound. Much higher than street lights.",12/22/22,
10/3/22 01:30,Houston,TX,USA,Formation,45 seconds,Lights in sky,10/8/22,
10/3/22 00:30,,OK,USA,Sphere,5 to 7 seconds,"Flying drone, hit something, lost all control of dronehen light gets brighter as flying away and fades out, then get control of drone",12/22/22,
10/2/22 19:43,Browns mills,NJ,USA,Triangle,1 min,Flying in sky like a row of lights than turning in mid air like a rotation than flipping upwards and zooming up,12/22/22,Yes
10/2/22 19:16,San Bernardino,CA,USA,Sphere,3 minutes,"two large glowing orbs that stopped in the sky, turned into a red star shape, turned transparent an fell directedly down vertically.",12/22/22,
10/2/22 14:33,Hemet,CA,USA,Circle,3 seconds,Craft flew at extreme rate of speed SW only able to be seen on video when zoomed in and better when slowed down.,10/8/22,Yes
10/2/22 13:28,Roseville,CA,USA,Circle,Aprox 30 min.,"Two glinting objects on a cloudless CA sunny day - one disappeared, the other stayed visible for approximately 30 minutes",10/8/22,Yes
10/2/22 13:13,Windham,ME,USA,Circle,45 seconds,Orbs moving through smoke trail from another aircraft,10/8/22,Yes
10/2/22 12:11,San Bernardino,CA,USA,Disk,5 secs.,It's a sphere crossing the sky while abc films Huntington Beach Air show,10/8/22,
10/2/22 06:05,Smyrna,TN,USA,Light,3 seconds,Bright light in sky vanished,10/8/22,
10/2/22 00:50,Westminster,CO,USA,Triangle,5 seconds,"Triangle shaped craft over Westminster, CO",10/8/22,
10/2/22 00:15,Little current,ON,Canada,Circle,3 minutes,"Not sure on shape... at least 3 pulsating lights, no sound",10/8/22,
10/1/22 23:45,Judsonia,AR,USA,Light,Couple hours,Went outside to take picture of the moon like I do every night and seen this object coming towards me.,12/22/22,
10/1/22 23:00,Delta,UT,USA,Formation,Maybe 3 seconds,5 objects in a tight vee formation flying very fast East to West,10/8/22,
10/1/22 22:20,Granger,IN,USA,Fireball,2-3 min,Possible UFO aircraft appeared suddenly and kept moving up the sky.,10/8/22,
10/1/22 22:15,Bedford,NH,USA,Circle,45 mins,Two circular lights moving in circles,10/8/22,
10/1/22 21:10,Bellevue,WA,USA,Formation,5 min,While driving toward Seattle on I-90 Westbound a linear formation of 9 or so stationary lights,10/8/22,
10/1/22 21:00,Lynnwood,WA,USA,Star,10 (ten) to 15 seconds,Two points self-illuminated to astonishing intensity high in the northern sky for ~ 10-15 seconds,10/8/22,
10/1/22 20:46,port washington,WI,USA,Sphere,5 minutes,bright sphere of light,10/8/22,
10/1/22 19:46,Hales Corners,WI,USA,Sphere,Approx 1 min,"I saw a bright object silently traveling from West to East at postion angle 75 at a height of maybe 10,000 feet.",10/8/22,Yes
10/1/22 19:20,Lapeer,MI,USA,Changing,7-8 minutes. I terminated,"Shape changing Yellowish light orb in atmosphere, in daylight changed shape and traveling west.",10/8/22,Yes
10/1/22 19:03,Newville,PA,USA,Triangle,several seconds,Walking home from store and noticed a series of lights on the triangular shaped object which moved below clouds and heard no sound.,10/8/22,
10/1/22 18:55,Edmonton,AB,Canada,Disk,about 5 minutes,"Luminous disc changing colour from creamy orange to amber, disappearing, reappearing reddish changing gradually to purple, winking out.",12/22/22,
10/1/22 18:40,Gulf Shores,AL,USA,Oval,5 seconds,Object spotted on slow motion video.,12/22/22,Yes
10/1/22 16:10,Broomfield,CO,USA,Light,~15 seconds,Multiple bright white lights in front of black thunder clouds,10/8/22,
10/1/22 15:34,Huntsville,AL,USA,Cigar,2 - 3 minutes,Cigar shaped with a bright circular light to the left of craft,10/8/22,Yes
10/1/22 11:50,Gulf breeze,FL,USA,Circle,Seconds intermittent,This was circular and was blur...I've never seen anything move at this rate of speed. It moved auikl6then disappeared and reappeared.,10/8/22,
10/1/22 09:52,Redwood valley,CA,USA,Other,,A very very large huge X flying in and out of the blue atmosphere,10/8/22,
10/1/22 04:30,Bountiful,UT,USA,Light,45 seconds,deep above maybe outer space,10/8/22,
10/1/22 03:05,Columbus,MS,USA,Light,~15 seconds to a minute,BRIGHT light panned like a spotlight in both windows in my bedroom - no sound - no cars - no people. 2nd time this has happened,10/8/22,
7/31/22 22:52,Cuenca,,Ecuador,Light,5 minutes,Triangle shape moving lights,10/8/22,Yes
7/31/22 21:59,West Lafayette,OH,USA,Light,4 minutes,Bright circle light moving through sky.,9/9/22,Yes
7/31/22 21:45,Burr Ridge,IL,USA,Other,,"Strange red, blue and black craft in the sky and green light below it just above the tree line",9/9/22,Yes
7/31/22 21:25,"Lingan, Cape Breton Island",NS,Canada,Cylinder,1-2 minutes,We were waiting for fireworks to start across the harbour when we noticed it...,9/9/22,
7/31/22 21:15,Conway,SC,USA,Circle,Less than a minute,Round bright white light go in a straight line like Im in Conway Hills heading like going Columbia South Carolina Way,9/9/22,
7/31/22 21:11,Keyser,WV,USA,Light,2 minutes,Saw an orb that interacted with me.,9/9/22,
7/31/22 20:43,gressham,OR,USA,Unknown,less than a minute,A single soft red light that pulsed three times then disappeared,9/9/22,
7/31/22 20:30,Eddyville,KY,USA,Changing,1minute or more,"3 craft were flying. 2 disappeared 1 hovered, made 90 degree turn, then became an oval balloon looking craft, then disappeared",9/9/22,Yes
7/31/22 20:20,Carpinteria,CA,USA,Diamond,60 seconds,I saw this disk above my head I just can't think of what it could be,9/9/22,
7/31/22 17:00,Tacoma,WA,USA,Light,25 min,Multiple bright lights,9/9/22,Yes
7/31/22 10:26,Syosset,,,Circle,1 hr,White round,9/9/22,Yes
7/31/22 09:57,Charlotte,NC,USA,Circle,1 minute,Bright white light that moved fairly quickly then turned red and dim until no longer visible NOT ISS,9/9/22,
7/31/22 06:30,Burnet,TX,USA,Circle,5 minutes,Took 3 photos . It changed shape progressively,9/9/22,Yes
7/31/22 02:30,Seattle,WA,USA,Formation,1 minute,Viewed 3 lights in a line and another single light fly in formation over Puget sound from South to north,9/9/22,
7/31/22 02:00,Naples,FL,USA,Rectangle,At least 30 min,Bright white light looks square,9/9/22,Yes
7/31/22 01:00,Near Chicago Area,,,Light,15 to 30 seconds,"Bright light, almost like a very bright star, slowly hovering laterally, then making a turn back above the clouds",9/9/22,
7/31/22 01:00,Tacoma,WA,USA,Light,3 yrs,"Lights in forest and coming into my room, during day it looks a silhouette of transparent heat waves,",9/9/22,
7/30/22 23:45,Flemington,NJ,USA,Diamond,over 1 hour,Hovering object in the southeast sky about 30 degrees above the horizon,10/8/22,Yes
7/30/22 23:05,Fremont,CA,USA,Disk,3 seconds,Fastest UFO flying very close,9/9/22,
7/30/22 23:01,Bella Vista,AR,USA,Cigar,2:00 Minutes,A disk that had lights on it hovered over the lake and disappeared in a blink of an eye.,9/9/22,
7/30/22 22:35,Dorchester,MA,USA,Rectangle,2 hours,Looked up & saw a large pulsing ball of light. Took video & enlarged it 2xs & noticed its actually a rectangle of light,9/9/22,Yes
7/30/22 21:25,Dalton Gardens,ID,USA,Light,1 minute,Satellite type of light moving horizontally west to east disappearing,9/9/22,
7/30/22 21:12,Philadelphia,PA,USA,Sphere,5 minutes,Flying orb or sphere that changes colors and physical form.,9/9/22,
7/30/22 21:00,Harrisburg,PA,USA,Unknown,N/a,It's orbs all on me,12/22/22,
7/30/22 20:45,Wexford,PA,USA,Cigar,1/2 hour,"I think it was the chinese ship, it was tumbling and clearly visible with my scope. I have video and stills.",9/9/22,Yes
7/30/22 19:52,Mossy Point,New South Wales,Australia,Cross,5 minutes,"A white light, which looked like a planet, moved erratically, to eliminate it being a plane or satellite. Refer video.",9/9/22,
7/30/22 19:28,Newark,NJ,USA,Sphere,10 minutes,25-30 white orbs coming from behind a cloud over Newark and slowly vanishing,9/9/22,Yes
7/30/22 17:00,Hicksville,NY,USA,Other,At least 1hr,Black orb,9/9/22,Yes
7/30/22 15:35,Chenoa,,USA,Oval,about 15 sec,Oval moving slightly north east to slightly south west.,9/9/22,
7/30/22 09:20,River Forest,IL,USA,Sphere,About 10 minutes,Saw two silver spherical shapes in the sky which moved slowly eastward. They could by balloons but I thought I would file a report anyw,9/9/22,
7/30/22 02:40,Sydney,New South Wales,Australia,Circle,Aprox.11 seconds,Floating translucent orb,9/9/22,
7/30/22 02:20,Eudora,KS,USA,Light,5 seconds,I saw a star move then take off,9/9/22,
7/30/22 01:47,North Dartmouth,MA,USA,Circle,10 seconds,Woke up to see a very bright light emitting showers of sparks moving South to North,12/22/22,
7/30/22 01:30,Treknow,Cornwall,United Kingdom,Sphere,5-10 minutes,"Bright Orb, moving very slowly, changed course left in a smooth like fashion, doubled back on itself quickly, light remained but dimmed",9/9/22,
7/30/22 01:30,Randolph,VT,USA,Light,Roughly a half hour,My husband and I saw a distinct large light hovering in the sky rotating for roughly a half hour.,9/9/22,
7/30/22 00:37,Gothenburg,Västra Götaland County,Sweden,,1 minute,My firend recorded this sighting while he was working. He send what he recorded via snapchat. He was looking for an answer.,9/9/22,
7/30/22 00:30,Maupin,OR,USA,Oval,30 minutes,Unknown Object hovering beyond canyon,9/9/22,
7/30/22 00:20,Grand Junction,CO,USA,Disk,30 minutes,Some multiple crafts from back porch,9/9/22,
7/30/22 00:00,Penn Run,PA,USA,Light,Approximately 10 minutes,The craft REACTED to me in a way that made it apparent it was observing me as it mimicked my motions and those of my lighter.,9/9/22,
7/29/22 23:00,Florence,KY,USA,Light,Over an hour,"Balls of light mistaken for distant stars but they would come closer and farther drift together and apart. Crescent light, 10 ufo minim",9/9/22,
7/29/22 23:00,Ipswich,Suffolk,United Kingdom,Light,4 min,2 lights round crossing each other turning fast,9/9/22,
7/29/22 22:45,Mendota,CA,USA,Light,3 MINUTES,"3 large, linear, bright white lights approx 600' - 1000' feet in width.",9/9/22,
7/29/22 22:45,Mendota,CA,USA,Triangle,2 mins,3 linear lights approx. 600' across 100'-300' off the ground,9/9/22,
7/29/22 22:20,Chicago,,USA,Light,10 sec,I saw a very bright light moving faster than a satellite and about 4 times the luminosity going east. It appeared mid sky and went dark,9/9/22,
7/29/22 22:00,Apple Valley,CA,USA,Light,about 4 minutes,Bursts of light in night sky which enfolded into themselves.,9/9/22,
7/29/22 21:45,Auburn,NY,USA,Circle,4 minutes,"There's a lot of activity in the skies lately. We didn't hear anything, but as you can see, it looked like a bright object that moved f",9/9/22,
7/29/22 21:11,Acushnet,MA,USA,Light,3 minutes,"8-10 circular lights ,below heavy cloud cover,moving in a circle meeting another that stayed in the middle !",9/9/22,
7/29/22 21:04,Middleboro,MA,USA,Circle,15 minutes,Several lights in a ping pong pattern in the sky. Eventually all came together in the middle and then disappeared,9/9/22,
7/29/22 19:35,Bath,NC,USA,Other,Ten minutes,"Black vertical pole, grey conical pole and a y shape coming down out of a dense cloud covering, over the river in front of our house",9/9/22,Yes
7/29/22 17:38,lakewood,CO,USA,Egg,1,"Tornado warning east denver just heard on the radio. Storm 27,000 ft. atop a billowing cloud a dark object hugging.",9/9/22,
7/29/22 13:00,London,ON,Canada,,Under a minute,"Seen 3 pure white Boomerang shaped crafts ""flying"" extremely high in the afternoon , blue sky.",9/9/22,
7/29/22 11:42,Warner Springs,CA,USA,Fireball,1 sec,I was outside recording a bobcat,9/9/22,
7/29/22 08:00,Virginia Beach,VA,USA,Circle,3-4 Weeks,Object appears overnight with no identifying characteristics of known origins.,10/8/22,Yes
7/29/22 05:00,"GRASS LAKE,",MI,USA,Disk,About 45 Minutes,Hovered close to the same spot for almost 45 minutes until the sun came up. Kept looking out my window to see if it was an airplane!,9/9/22,
7/29/22 04:50,Mobile,AL,USA,Light,45 min,Shape shifting white star like orb appears and splits into 2 orbs.,9/9/22,Yes
7/29/22 04:30,JACKSONVILLE,FL,USA,Changing,45 that I watched,I was taking an early morning walk when I noticed it,9/9/22,
7/29/22 03:51,Wheatland,WY,USA,Circle,2 minutes,Took exit to stretch legs looked up and saw movement got cell phone and took video.,9/9/22,
7/29/22 03:26,Livonia,MI,USA,Circle,10 to 15 seconds,Saw a large bright light heading up and to the south.,9/9/22,
7/29/22 02:00,Buffalo,KY,USA,Changing,"7/29, 7/26, 7/15 2am-5am",I have phone video.,9/9/22,
7/29/22 01:55,Woonsocket,RI,USA,Disk,Unaware of duration,Around 1:50 am about 20 minutes after falling asleep I remember waking up but suffering paralysis and experiencing contact with ship,9/9/22,Yes
7/29/22 00:03,Dewey Beach,DE,USA,Sphere,30 seconds,"Two light green orbs moving close to eachother , high up, once far away they disappeared and a super bright light filled our eyes quick",9/9/22,
7/28/22 22:30,Traverse city,MI,USA,Light,10 to 15 seconds,Blue and white fire ball appearing to come out of a moving star,9/9/22,
7/28/22 22:30,Chicago,IL,USA,Light,About 3-5 minutes,Witnessed a bright light in the sky before it seemed to go straight up and disappeared,9/9/22,
7/28/22 22:00,Kansas City,RI,USA,Light,2 minutes or less,"The top of a triangle of stars appeared to be moving, while staring at it the lower right star took off upwards and right.",9/9/22,
7/28/22 21:00,Madison,WI,USA,Unknown,9:00 PM- 12:30 AM,"Was outside for approx 3.5 hrs and saw an object flashing red/green and later white moving slow,fast,up/down,left to right and visversa",9/9/22,Yes
7/28/22 20:27,Barnesville,PA,USA,Circle,3 minutes or so,Slow and Low white orb,9/9/22,
7/28/22 18:38,Austin,TX,USA,Disk,50 seconds,Saw a hollow looking disk hovering about a quarter mile away and about 200 feet off the ground.,9/9/22,
7/28/22 12:39,Mt. Rainier National Park,WA,USA,Disk,A few seconds,The pilot announced Mt. Rainier on the left.I was seated by the left window.I immediately took my phone and captured 3 photos.,9/9/22,Yes
7/28/22 10:20,Farmington,MN,USA,Light,20 seconds,Helicopter was following 4 dim red lights from west to east,9/9/22,
7/28/22 04:04,Upland,CA,USA,Circle,23 seconds,Caught on Backyard camera,9/9/22,
7/28/22 02:00,McAllen TX enroute Ohio,TX,USA,Formation,2 hours,Witnessed balls of light flying unlike any man made aircraft. Lights moved ahead of us towards the northeast for approximately 2 hours,9/9/22,
7/28/22 02:00,Corpus Christi,TX,USA,Changing,Two hours,Several crafts that look like stars and moving erratically. Appeared to be chasing each other,9/9/22,
7/28/22 01:10,Villas,NJ,USA,Circle,30 seconds,Seen 2 orbs that looked strange. I have videos.,9/9/22,
7/28/22 00:26,Woodland/kalama,WA,USA,Sphere,10-12 min,Super bright orb/ disc hovered in place 10-12 mins,9/9/22,Yes
7/27/22 23:30,Boulder,CO,USA,Oval,2 to 5 seconds,I had been watching the thunderstorms from my window when I noticed a large oval shaped orange light hovering and quickly shooting off.,9/9/22,
